코 드,적용일자,품 명,규 격,단 위,상한금액,제조회사,재 질,수입업소,급여구분,구분변경
M4000809,20250401,가드덤,300㎠이상-350㎠미만,1EA,5720,SHANGDONG XINGZHICHENG BIOTECHNOLOGY CO./ LTD,하이드로콜로이드패드/ 폴리우레탄필름,(주)티케,급여,
M4000810,20250401,가드덤,400㎠이상-450㎠미만,1EA,7620,SHANGDONG XINGZHICHENG BIOTECHNOLOGY CO./ LTD,하이드로콜로이드패드/ 폴리우레탄필름,(주)티케,급여,
M4000999,20250401,스킨에이치(H),10CMX10CM,1EA,1970,BK MEDICARE,하이드로콜로이드시트,비케이메디케어,급여,
M4010001,20250401,V.A.C GRANUFOAM SMALL,10CMX7.5CM,1EA,35830,KCI,POLYURETHANE FORM,맥진양행,급여,
M4010002,20250401,CURAVAC,10CMX7.5CM,1EA,35830,CGBIO,POLYURETHANE FORM,시지바이오,급여,
M4010004,20250401,CG VAC S79,10CMX7.5CM,1EA,35830,CGBIO,POLYURETHANE FORM,시지바이오,급여,
M4010097,20250401,PREVENA INCISION MANAGEMENT SYSTEM,전규격,드레싱 1장,77810,KCI USA/ INC,PVC/ 폴리우레탄 등,(주)알로라이프,급여,
M4010101,20250401,V.A.C GRANUFOAM MEDIUM,18CMX12.5CM,1EA,44330,KCI,POLYURETHANE FORM,맥진양행,급여,
M4010102,20250401,CURAVAC,16CMX12.5CM,1EA,44330,CGBIO,POLYURETHANE FORM,시지바이오,급여,
M4010104,20250401,CG VAC M79,16CMX12.5CM,1EA,44330,CGBIO,POLYURETHANE FORM,시지바이오,급여,
M4010201,20250401,V.A.C GRANUFOAM LARGE,25.6CMX15CM,1EA,54870,KCI,POLYURETHANE FORM,맥진양행,급여,
M4010202,20250401,CURAVAC,26CMX15CM,1EA,54870,CGBIO,POLYURETHANE FORM,시지바이오,급여,
M4010204,20250401,CG VAC L79,26CMX15CM,1EA,54870,CGBIO,POLYURETHANE FORM,시지바이오,급여,
M4010301,20250401,V.A.C GRANUFOAM X-LARGE,60CMX30CM,1EA,105520,KCI,POLYURETHANE FORM,맥진양행,급여,
M4010302,20250401,CURAVAC,60CMX30CM,1EA,105520,CGBIO,POLYURETHANE FORM,시지바이오,급여,
M4010306,20250401,PICO SOFT / PICO 7,전규격,드레싱 1장,43000,SMITH & NEPHEW,POLYURETHANE FILM 등,스미스앤드네퓨,급여,
M4010402,20250401,CURAVAC SILVER,10CMX7.5CM,1EA,35830,CGBIO,POLYURETHANE FORM/ SILVER NITRATE,시지바이오,급여,
M4010406,20250401,PICO SOFT / PICO 7,전규격,드레싱 1장,53200,SMITH & NEPHEW,POLYURETHANE FILM 등,스미스앤드네퓨,급여,
M4010502,20250401,CURAVAC SILVER,16CMX12.5CM,1EA,44330,CGBIO,POLYURETHANE FORM/ SILVER NITRATE,시지바이오,급여,
M4010506,20250401,PICO SOFT / PICO 7,전규격,드레싱 1장,65840,SMITH & NEPHEW,POLYURETHANE FILM 등,스미스앤드네퓨,급여,
M4010602,20250401,CURAVAC SILVER,26CMX15CM,1EA,54870,CGBIO,POLYURETHANE FORM/ SILVER NITRATE,시지바이오,급여,
M4010606,20250401,RENASYS FOAM-KIT,전규격,1EA,35830,SMITH & NEPHEW MEDICAL LTD.,폴리우레탄 폼 등 ,스미스앤드네퓨(주),급여,
M4010706,20250401,RENASYS FOAM-KIT,전규격,1EA,44330,SMITH & NEPHEW MEDICAL LTD.,폴리우레탄 폼 등 ,스미스앤드네퓨(주),급여,
M4010806,20250401,RENASYS FOAM-KIT,전규격,1EA,54870,SMITH & NEPHEW MEDICAL LTD.,폴리우레탄 폼 등 ,스미스앤드네퓨(주),급여,
M4010906,20250401,RENASYS FOAM-KIT,전규격,1EA,105520,SMITH & NEPHEW MEDICAL LTD.,폴리우레탄 폼 등 ,스미스앤드네퓨(주),급여,
M4011001,20250401,V.A.C ATS CANISTER SET WITH GEL,500ML,1EA,49600,KCI,-,맥진양행,급여,
M4011002,20250401,V.A.C FREEDOM CANISTER SET WITH GEL,300ML,1EA,49600,KCI,-,맥진양행,급여,
M4011003,20250401,ACTI V.A.C CANISTER,300ML,1EA,49600,KCI,-,맥진양행,급여,
M4011004,20250401,INFO V.A.C CANISTER,500ML,1EA,49600,KCI,-,맥진양행,급여,
M4011005,20250401,CURASYS CANISTER TYPE A,전규격,1EA,49600,CGBIO,ABS/ PC/ PTFE,(주)시지바이오,급여,
M4011006,20250401,CURASYS CANISTER TYPE B,300CC,1EA,49600,CGBIO,ABS/ PC/ PTFE,(주)시지바이오,급여,
M4011008,20250401,RENASYS CANISTER,전규격,1EA,49600,SMITH & NEPHEW MEDICAL LTD.,-,스미스앤드네퓨(주),급여,
M4011009,20250401,PREVENA INCISION MANAGEMENT SYSTEM 흡인통,전규격,1EA,49600,KCI USA/ INC,-,(주)알로라이프,급여,
M5001065,20250401,COOL LINE CATHETER,전규격,1EA,2224890,ZOLL CURCULATION,POLYURETHANE 등,메디피아아이앤씨㈜,급여,
M5001165,20250401,ICY CATHETER,전규격,1EA,2224890,ZOLL CIRCULATION,POLYURETHANE 등,졸메디컬코리아(주),급여,
M5002009,20250401,BRAINCOOL SYSTEM COOLING PAD ,전규격,1KIT,1660830,BRAINCOOL AB,실리콘 등 ,(주)케이씨피,급여,
M5002236,20250401,ARCTICGEL PAD(일반용),전규격,1KIT,1660830,MEDIVANCE INC.,-,벡톤디킨슨코리아(주),급여,
M5002336,20250401,ARCTICGEL PAD(신생아용),전규격,1KIT,1296720,MEDIVANCE INC.,-,벡톤디킨슨코리아(주),급여,
M5002337,20250401,TMS1000 PAD,전규격,1KIT,1660830,SURGILAB INC,TPU,(주)써지랩,급여,
M5003013,20250401,KOOL KIT(일반용),전규격,1EA,1140110,GENTHERM MEDICAL/ LLC,POLYESTER 등,(주)쿠앤쿠스,급여,
M5003098,20250401,CUREWRAP(일반용),전규격,1EA,1140110,MTRE ADVANCED TECHNOLOGIES LTD.,SPUNMELT POLYPROPYLENE NONWOVEN FABRIC/POLYPROPYLENE 등,㈜유유제약,급여,
M5003113,20250401,KOOL KIT(신생아용),전규격,1EA,527030,GENTHERM MEDICAL/ LLC,POLYESTER 등,(주)쿠앤쿠스,급여,
M5003198,20250401,CUREWRAP(신생아용),전규격,1EA,527030,MTRE ADVANCED TECHNOLOGIES LTD.,SPUNMELT POLYPROPYLENE NONWOVEN FABRIC/POLYPROPYLENE 등,㈜유유제약,급여,
M6600001,20250401,AMBU ET TUBE HOLDER,전규격,1EA,16370,AMBU A/S,POLYPROPYLENE PP 등,휴메드인터내셔날,급여,
M6600002,20250401,엔도튜브홀더,전규격,1EA,16370,SILIMED,PP/ EVA 등,씰리메드주식회사,급여,
M6600003,20250401,TRACHEAL TUBE HOLDER,전규격,1EA,16370,BICAKCILAR TIBBI CIHAZLAR SANAYI VE TICARET A. S.,POLYAMIDE/ POLYETHYLENE,인성메디칼,급여,
M6600005,20250401,ANCHOR FAST,전규격,1EA,16370,HOLLISTER INCORPORATED ,POLYISOBUTYLENE/ POLYPROPYLENE RESIN 등 ,맥진양행,급여,
M6600006,20250401,ETT HOLDER,전규격,1EA,16370,CANACK TECHNOLOGY LTD.,POLYPROPYLENE 등,(주)영인헬스케어,급여,
M6600010,20250401,이지 홀더 ,전규격,1EA,16370,SEOLIN SYSTEM,폴리에틸렌 등,㈜서린시스템,급여,
M6600011,20250401,ENDOTRACHEAL TUBE HOLDER,전규격,1EA,16370,HANGZHOU SHANYOU MEDICAL EQUIPMENT CO./ LTD.,벨크로/ PE/ 스펀지,(주)메디포스,급여,
M6600012,20250401,ETT LOCK,전규격,1EA,16370,SEJONG HEALTH CARE,실리콘/PP,(주)세종헬스케어,급여,
M6600013,20250401,ETT HOLDER,전규격,1EA,16370,GN,POLYPROPYLENE 등,(주)지엔,급여,
M6600017,20250401,THOMAS TUBE HOLDER,전규격,1EA,16370,LEARDAL MEDICAL(SUZHOU)CO.LTD,POLYETHYLENE/ 벨크로 등,래어달메디컬코리아,급여,
M6600018,20250401,ET-HOLDER,전규격,1EA,16370,HANGZHOU SHANYOU MEDICAL EQUIPMENT CO./LTD,PP/ EVA 등,리앤메딕스,급여,
M6600020,20250401,ET HOLDER,전규격,1EA,16370,SH MEDICAL,POLYPROPYLENE/부직포/벨크로/스폰지,에스에이치메디칼㈜,급여,
M6600023,20250401,ENDO-HOLDER,전규격,1EA,16370,YILES MEDICAL CO./ LTD,ABS,엠씨메디텍,급여,
M6600025,20250401,의료기구용클립,전규격,1EA,16370,FLEXICARE MEDICAL LTD,PE 외,㈜플렉시케어코리아,급여,
M6600026,20250401,UNI HOLDER,전규격,1EA,16370,UNIMEDITEC,폴리우레탄 등,(주)유니메디텍,급여,
M6600027,20250401,워크 ETH,전규격,1EA,16370,HANGZHOU SHANYOU MEDICAL EQUIPMENT CO./ LTD.,PVC/ POLYPROPTLENE,㈜씨에스메디칼,급여,
M6600028,20250401,ETG-01,전규격,1EA,16370,G MEDI,ABS/PP/벨크로,지메디,급여,
M6600031,20250401,ET HOLDER,전규격,1EA,16370,HENAN TUOREN MEDICAL DEVICE CO LTD,벨크로/ PE/ 스펀지,이정무역㈜,급여,
M6600032,20250401,E-HOLDER,전규격,1EA,16370,KS MEDICAL,ABS,케이에스메디칼,급여,
M6600033,20250401,ENDOTRACHEAL TUBE MOUTH FIXER,전규격,1EA,16370,WOO-YOUNG MEDICAL ,POLYCARBONATE,우영메디칼,급여,
M6600035,20250401,AMBU ET TUBE HOLDER,전규격,1EA,16370,AMBU A/S,POLYCARBONATE,㈜이스템메디칼,급여,
M6600036,20250401,TOM HOLDER,전규격,1EA,16370,MEDICARUS,PC POLY 등,메디카루스,급여,
M6600038,20250401,MULTIFIX ENDO Ⅱ,전규격,1EA,16370,UNIMEDICS,POLYPROPYLENE+부직포스폰지+부직포/밸크로,㈜유니메딕스,급여,
M6600043,20250401,ORAL ENDOTRACHEAL TUBE FASTENER,전규격,1EA,16370,GUANGDONG TIDAKANG MEDICAL TECHNOLOGY CO./LTD.,POLYPROPYLENE/ POLYPROPYLENE COPOLYMER/ HYDROCOLLOID GEL 등,(주)이스템메디칼,급여,
M6600050,20250401,SMART ET HOLDER,전규격,1EA,16370,ZIS INTERNATIONAL,PVC 등,지아이에스인터내셔널(주),급여,
M6600051,20250401,UNBITE ADVANCED,전규격,1EA,16370,COBUILD,STYRENE BLOCK POLYMER 혼합물 등,코빌드,급여,
M6600053,20250401,ENDOTRACHEAL TUBE HOLDER,전규격,1EA,16370,NINGBO MFLAB MEDICAL INSTRUMENTS CO./ LTD,PP/ 폴리프로필렌 등,우양메디칼,급여,
M6600055,20250401,ET TUBE HOLDER,전규격,1EA,16370,MRTECH,POLYCARBONATE 등,미래테크,급여,
M6600061,20250401,ACE ENDO TUBE HOLDER,전규격,1EA,16370,ACE MEDICAL, PP/ EVA 등,에이스메디칼,급여,
M6600062,20250401,BK-ET HOLDER,전규격,1EA,16370,BITECH KOREA,PC/ POLYURETHANE,(주)비텍코리아,급여,
M6600063,20250401,JM ET HOLDER,전규격,1EA,16370,J.ONE MEDICS,폴리프로필렌/ 폴리에틸렌,(주)제이원메딕스,급여,
M6600075,20250401,덕후 엔도홀더,전규격,1EA,16370,HANGZHOU FUSHAN MEDICAL APPLIANCES CO./LTD,폴리프로필렌/ PE 폼/ 벨크로 등,(주)한독메디텍,급여,
M6600078,20250401,ENDOTRACHEAL TUBE HOLDER,전규격,1EA,16370,KOMAC,폴리프로필렌/ 벨크로 등,(주)코맥,급여,
M6600080,20250401,NEOBAR,전규격,1EA,16370,NEOTECH PRODUCTS INC.,POLYPROPYLENE 등,명성바이오텍,급여,
M6600088,20250401,DISPOSABLE ENDOTRACHEAL TUBE HOLDER Ⅱ,전규격,1EA,16370,SHAOXING HAITECH MEDICAL PRODUCTS CO./ LTD,POLYPROPYLENE/ POLYSTYRENE/ POLYURETHANE SPONGE 등,주식회사 친우메드,급여,
M6600089,20250401,덕후 엔도픽스,전규격,1EA,16370,HANDOKMEDITEC,폴리프로필렌/ PE 폼/ 벨크로 등,(주)한독메디텍,급여,
M6600093,20250401,EZ COMFORT HOLDER,전규격,1EA,16370,SOYEONMEDICALCOLTD,POLYPROPYLENE 등,(주)소연메디칼,급여,
M6600099,20250401,ET HOLDER,전규격,1EA,16370,OMNIMATE ENTERPRISE CO./ LTD.,PVC 등,㈜투세이프,급여,
M6600101,20250401,RESCUEFIX,전규격,1EA,16370,VBM MEDIZINTECHNIK GMBH,벨크로 등,휴메드인터내셔날,급여,
M6600103,20250401,TUBE HOLDER,전규격,1EA,16370,INSUNG MEDICAL CO./LTD,POLYAMIDE/ POLYETHYLENE,인성메디칼,급여,
M6600111,20250401,ET HELPER 2,전규격,1EA,16370,MCREAT(GUANGZHOU) BIO-TECH CO./LTD.,PC/ TPR 등,(주)메디포스,급여,
M6600120,20250401,ENDOTRACHEAL TUBE HOLDER,전규격,1EA,16370,SH MEDICAL,폴리에틸렌/ NYLON 등,에스에이치메디칼(주),급여,
M6600123,20250401,ENDO-HOLDER,전규격,1EA,16370,WESTERN ANESTHESIA EQUIPMENT CO./ LTD,PP,엠씨메디텍,급여,
M6600128,20250401,ENDOTRACHEAL TUBE HOLDER ETG-02,전규격,1EA,16370,GMEDICO./LTD,PP/ ABS/ 벨크로/ 실리콘/ PE,지메디,급여,
M6600132,20250401,KSEF-A,전규격,1EA,16370,KSMEDICAL,PP/ SILICON/ POLYESTER,(주)케이에스메디칼,급여,
M6600138,20250401,MULTIFIX ENDO Ⅲ,전규격,1EA,16370,UNIMEDICS,POLYPROPYLENE+부직포스폰지+부직포/밸크로,㈜유니메딕스,급여,
M6600155,20250401,ET TUBE HOLDER-F,전규격,1EA,16370,MRTECH,POLYCARBONATE 등,미래테크,급여,
M6600175,20250401,덕후 엔도홀더,전규격,1EA,16370,HANDOKMEDITEC,폴리프로필렌/ PE 폼/ 벨크로 등,(주)한독메디텍,급여,
M6600180,20250401,명성 ET TUBE HOLDER,전규격,1EA,16370,MYUNG SUNG BIOTECH CO./ LTD.,POLYPROPYLENE COPOLYMER/ POLYPROPYLENE,(주)명성바이오텍,급여,
M6600189,20250401,덕후 엔도픽스,전규격,1EA,16370,HANGZHOU FUSHAN MEDICAL APPLIANCES CO./LTD,폴리프로필렌/ PE 폼/ 벨크로 등,(주)한독메디텍,급여,
M6600201,20250401,ET-CARE ENDOTRACHEAL TUBE FIXATION DEVICE,전규격,1EA,16370,IPI MEDICAL PRODUCTS,부직포/벨크로 등,휴메드인터내셔날,급여,
M6600203,20250401,S HOLDER,전규격,1EA,16370,INSUNG MEDICAL CO./LTD,POLYAMIDE/ POLYETHYLENE,(주)인성메디칼,급여,
M6600227,20250401,CS HOLDER,전규격,1EA,16370,CS MEDICAL,POLYPROPYLENE/ PP 등,㈜씨에스메디칼,급여,
M6600228,20250401,ENDOTRACHEAL TUBE HOLDER ETG-03,전규격,1EA,16370,GMEDICO./LTD,PP/ ABS/ 벨크로/ 실리콘/ PE,지메디,급여,
M6600275,20250401,덕후엔도픽스,전규격,1EA,16370,HANDOKMEDITEC,폴리프로필렌/ PE 폼/ 벨크로 등,(주)한독메디텍,급여,
M6600301,20250401,THOMAS TUBE HOLDER,전규격,1EA,16370,LAERDAL MEDICAL(SUZHOU)CO./LTD,부직포/ 벨크로 등,휴메드인터내셔날,급여,
M6600328,20250401,ENDOTRACHEAL TUBE HOLDER,전규격,1EA,16370,GMEDI CO./ LTD,PP/ ABS/ 벨크로/ 실리콘/ PE 등,지메디,급여,
M6600375,20250401,덕후엔도픽스,전규격,1EA,16370,HANGZHOU FUSHAN MEDICAL APPLIANCES CO./LTD,폴리프로필렌/ 폼/ 벨크로 등,(주)한독메디텍,급여,
M6600401,20250401,DALE STABILOCK ENDOTRACHEAL TUBE HOLDER,전규격,1EA,16370,DALE MEDICAL PRODUCTS/ INC.,부직포/ 벨크로/ 폴리카보네이트 등,휴메드인터내셔날,급여,
M6600402,20250401,DISPOSABLE CATHETER HOLDER,전규격,1EA,16370,CS MEDICAL,부직포/ 벨크로,(주)씨에스메디칼,급여,
M6600403,20250401,ET TUBE HOLDER,전규격,1EA,16370,GLAD MEDICS,POLYPROPYLENE 등,글래드메딕스,급여,
M6600404,20250401,ET-TUBE HOLDER,전규격,1EA,16370,AMBU A/S,SILICONE/ NYLON,(주)메디아나,급여,
M6600405,20250401,ET TUBE WAY,전규격,1EA,16370,C&Q MEDICAL CO./ LTD,PP/ ABS/ 실리콘 등,씨앤큐메디칼(주) ,급여,
M6600406,20250401,PENKO OR COMFORT,전규격,1EA,16370,PENTAS KOREA,POLYAMIDE/ POLYETHYLENE 등,주식회사 펜타스코리아,급여,
M6600407,20250401,V-멀티홀더,전규격,1EA,16370,UONE MEDITECH,PC POLY,유원메디테크,급여,
M6600408,20250401,DISPOSABLE ENDOTRACHEAL TUBE HOLDER,전규격,1EA,16370,SHAOXING HAITECH MEDICAL PRODUCTS CO./ LTD,폴리에틸렌/ 벨크로테이프,주식회사 친우메드,급여,
M6600501,20250401,ET TUBE HOLDER,전규격,1EA,16370,ZHEJIANG HAISHENG MEDICAL DEVICE CO./ LTD.,POLYURETHANE (PP) 등,휴메드인터내셔날,급여,
M6600505,20250401,ENDO PILLOW,전규격,1EA,16370,C&Q MEDICAL CO./ LTD,PE FOAM/ 실리콘/ POLYOXYMETHYLENE 등,씨앤큐메디칼(주),급여,
M6600506,20250401,PENKO OR COMFORT PLUS,전규격,1EA,16370,PENTAS KOREA,POLYAMIDE/ POLYETHYLENE,주식회사 펜타스코리아,급여,
M6600507,20250401,ET TUBE HOLDER,전규격,1EA,16370,ZHEJIANG HAISHENG MEDICAL DEVICE CO./ LTD.,POLYETHYLENE/ 벨크로 등,주식회사 더블세이프,급여,
M6600508,20250401,Q-WINK F,전규격,1EA,16370,WINKTRONICS,폴리에스터/ 폴리프로필렌,(주)윈케이트로닉스,급여,
M6600509,20250401,CS HOLDER Ⅲ SET,전규격,1EA,16370,CSMEDICAL,PVC/ POLYPROPTLENE,(주)씨에스메디칼,급여,
M6600510,20250401,SK-ET,전규격,1EA,16370,SKYMEDITECH CO./LTD.,폴리에스터/ ABS 수지,주식회사 스카이메디텍,급여,
M6610003,20250401,N-HOLDER,전규격,1EA,7580,INSUNG MEDICAL CO./LTD,폴리카보네이트 등,인성메디칼,급여,
M6610011,20250401,ENDOTRACHEAL TUBE HOLDER,전규격,1EA,7580,SOLTWORKS,플라스틱(40%)/ PVC(30%)/ 실리콘(10%)/ 나일론(15%)/ 기타(5%),㈜솔트웍스,급여,
M6610012,20250401,ETT PIECE,전규격,1EA,7580,SEJONG HEALTH CARE,SILICONE/ PP,(주)세종헬스케어,급여,
M6610013,20250401,DUAL FIX,전규격,1EA,7580,GN,PC 등,㈜지엔,급여,
M6610015,20250401,DAYO TUBE HOLDER,전규격,1EA,7580,DAYOMEDICAL,PVC 85%/ PC 4.5%/ PE 0.5% 등,다요메디칼,급여,
M6610016,20250401,SAFE BITEBLOCK,전규격,1EA,7580,CHINOOMED,ELASTOMER 등,주식회사 친우메드,급여,
M6610021,20250401,T-GARDER,전규격,1EA,7580,SGM KOREA,ELASTOMER,에스지엠코리아,급여,
M6610024,20250401,DUCLIP(듀클립),전규격,1EA,7580,JOOYOUNGBIO MEDICAL,실리콘 등,㈜주영바이오메디칼,급여,
M6610026,20250401,FWA,전규격,1EA,7580,SOLMEDIX CO./LTD.,POLYETHYLENE/ SILICONE,㈜솔메딕스,급여,
M6610033,20250401,CLIP-FAB,전규격,1EA,7580,CLIP-FAB R&D MEDICAL INSTRUMENTS S.L.,PVC/ TOTM/ GRANZA PVC,주식회사 에이치아이씨,급여,
M6610034,20250401,UNBITE,전규격,1EA,7580,COBUILD ,ELASTOMER/ 부직포/ 아크릴점착제,코빌드,급여,
M6610035,20250401,실리콘 바이트블락,전규격,1EA,7580,SEHO CHEMICAL,실리콘 등,(주)세호케미칼,급여,
M6610036,20250401,ENDO TUBE HOLDER ,전규격,1EA,7580,MEDICARUS,SILICONE/ POLYETHYLENE,메디카루스,급여,
M6610038,20250401,MULTIFIX ENDO F,전규격,1EA,7580,UNIMEDICS,실리콘 등,㈜유니메딕스,급여,
M6610043,20250401,EST BITEBLOCK,전규격,1EA,7580,ESTEMMEDICAL CO./ LTD.,POLYETHYLENE/ VELCRO/ ADHESIVE BAND,(주)이스템메디칼,급여,
M6610044,20250401,M-ET HOLDER,전규격,1EA,7580,SUZHOU SHENYUN MEDICAL EQUIPMENT CO./ LTD.,ABS/ 실리콘 수지 등,(주)메디포스,급여,
M6610061,20250401,ACE GRIP ENDO FIX,전규격,1EA,7580,ACE MEDICAL,LDPE 등,에이스메디칼,급여,
M6610093,20250401,EZ-ET HOLDER,전규격,1EA,7580,SOYEON MEDICAL CO./ LTD,PE,(주)소연메디칼,급여,
M6610099,20250401,PN-600,전규격,1EA,7580,ENTER MEDICAL CORPORATION,PVC/ SILICONE,(주)투세이프,급여,
M6610103,20250401,BITE BLOCK,전규격,1EA,7580,IN SUNG,실리콘 등,(주)인성메디칼,급여,
M6610115,20250401,DAYO SOFT TUBE HOLDER,전규격,1EA,6740,DAYOMEDICAL,PVC 99%/ PE 1%,다요메디칼,급여,
M6610126,20250401,FWA,전규격,1EA,7580,SOLMEDIX CO./LTD.,POLYETHYLENE/ SILICONE,주식회사 솔메딕스,급여,
M6610134,20250401,NATH,전규격,1EA,7580,COBUILD KOREA,ELASTOMER/ 실리콘점착제 등,코빌드코리아,급여,
M6610135,20250401,WITHFIX - ET HOLDER,전규격,1EA,7580,NEOMEDI KOREA CO./ LTD,폴리프로필렌 등,주식회사 네오메디코리아,급여,
M6610144,20250401,ET HELPER 1,전규격,1EA,7580,MCREAT(GUANGZHOU) BIO-TECH CO./LTD.,ABS/ PVC 등,(주)메디포스,급여,
M6610161,20250401,ACE GRIP ENDO FIXⅡ,전규격,1EA,7580,ACE MEDICAL,LDPE 등,에이스메디칼,급여,
M6610203,20250401,AWG ETH,전규격,1EA,7580,INSUNGMEDICAL,폴리프로필렌 등,(주)인성메디칼,급여,
M6610235,20250401,WITHFIX ET HOLDER L1/L2,전규격,1EA,7580,NEOMEDI KOREA CO./ LTD,폴리플로필렌 등,주식회사 네오메디코리아,급여,
M6610236,20250401,ENDO TUBE HOLDER ,전규격,1EA,7580,MEDICARUS,SILICONE/ POLYETHYLENE,메디카루스,급여,
M6610237,20250401,EX BITE BLOCK,전규격,1EA,7580,EX-CARE,PVC 등,(주)이엑스케어,급여,
M6610238,20250401,DUAL GUARD,전규격,1EA,7580,SH MEDICAL,POLYETHYLENE,에스에이치메디칼(주),급여,
M6610239,20250401,MCC BITE BLOCK,전규격,1EA,7580,MEDICARUS,실리콘 등,메디카루스,급여,
M6610240,20250401,M-BLOCK,전규격,1EA,7580,SUNG WOO CORPORATION,실리콘,성우양행,급여,
M6610241,20250401,ETB,전규격,1EA,7580,CSMEDICAL,PP/ ABS,(주)씨에스메디칼,급여,
M6610242,20250401,NEW ENDO PRO HOLDER,전규격,1EA,7580,SOUTHMEDIC INC.,폴리에테르,대석메드,급여,
M6610261,20250401,ACE GRIP ENDO FIX Ⅲ,전규격,1EA,7580,ACEMEDICAL,LDPE 등,에이스메디칼,급여,
M6610262,20250401,ENDO HOLDER,전규격,1EA,7580,CNQMEDICAL,SILICONE 등,씨앤큐메디칼(주),급여,
M6620001,20250401,STAENDERMED ENDOTRACHEAL CANNULA HOLDERS,전규격,1EA,4570,MEDIKOKIM,부직포/벨크로 등,휴메드인터내셔날,급여,
M6620005,20250401,SS-CLIP ET,전규격,1EA,4570,SS,나일론/ 아크릴점착제 등,에스에스,급여,
M6620006,20250401,PENKO OC CARE CLIP,전규격,1EA,4570,AYIDA(XIAMEN)P&C TECHNOLOGY CO./LTD,나일론/ 아크릴접착제/ 폴리프로필렌,주식회사 펜타스코리아,급여,
M6620011,20250401,TUBE FIX,전규격,1EA,4570,MEDIWORLD MEDICAL CO./LTD,하이드로콜로이드/ 벨크로,(주)메디포스,급여,
M6620019,20250401,F-SET,전규격,1EA,4570,TRANSATLANTIC,부직포/ 밸크로 등,브로스헬스케어,급여,
M6620020@,20250401,F-FIX,전규격,1EA,4570,SH MEDICAL,파스터테이프 등,에스에이치메디칼(주),급여,
M6620027,20250401,INTUBATION HOLDER,전규격,1EA,4570,CSMEDICAL,부직포/ 벨크로,(주)씨에스메디칼,급여,
M6620038,20250401,MULTIFIX ENDO,전규격,1EA,4570,UNIMEDICS,부직포,㈜유니메딕스,급여,
M6620084,20250401,MCP-01,전규격,1EA,4570,WUJIANG KANGJIE MEDICAL MATERIAL CO./LTD,벨크로/폴리프로필렌/폴리에틸렌 등,주식회사 만상,급여,
M6620105,20250401,SS CLIP ETB,전규격,1EA,4570,SS,나일론/ 아크릴접착제 등,에스에스,급여,
M6620111,20250401,ET HELPER 3,전규격,1EA,4570,MCREAT(GUANGZHOU) BIO-TECH CO./LTD.,하이드로콜로이드/ PU/ 나일론 등,(주)메디포스,급여,
M6620119,20250401,SMART E.T,전규격,1EA,4570,HUBEI JUNYAN MEDICAL SCIENCE & TECHNOLOGY CO./ LTD.,폴리에스터/ ACRYLIC ADHESIVE,브로스헬스케어,급여,
M6620136,20250401,MCC ENDOTUBEFIX,전규격,1EA,4570,MEDICARUS,부직포/ 벨크로,메디카루스,급여,
M6620138,20250401,TUBIFIX,전규격,1EA,4570,UNIMEDICS,부직포/ 벨크로 등,㈜유니메딕스,급여,
M6620139,20250401,에어포르S,전규격,1EA,4570,CHENSIN PACKING INDUSTRY COMPANY./LTD,벨크로/ 우레탄 필름,한국에스엠에스,급여,
M6620140,20250401,EX ENDOFIX,전규격,1EA,4570,EX-CARE,부직포/ 벨크로 등,주식회사 이엑스케어,급여,
M6620141,20250401,EN LOCK,전규격,1EA,4570,KOREA MEDICAL,부직포/ 벨크로 등,주식회사 코리아메디칼,급여,
M6620142,20250401,ENDOTIE,전규격,1EA,4570,C&Q MEDICAL CO./ LTD,부직포/ 벨크로,씨앤큐메디칼(주),급여,
M6620143,20250401,B&J E LOCK,전규격,1EA,4570,B&J MEDICAL CO./LTD,POLYCAPROLACTAM 등,주식회사 비엔제이메디칼,급여,
M6630001,20250401,DALE TRACHEOSTOMY TUBE HOLDERS,전규격,1EA,3690,DALE MEDICAL PRODUCTS/ INC.,부직포/ 벨크로/ 폴리카보네이트 등,휴메드인터내셔날,급여,
M6630008,20250401,의료기구용클립,전규격,1EA,3690,ANJI HUIFENG SURGICAL DRESSINGS CO./ LTD.,부직포/ 벨크로 외,태명헬스케어,급여,
M6630010@,20250401,T-PIECE SET,전규격,1EA,3690,JIANGSU HITEC MEDICAL CO./ LTD,PU FOAM 등,우양메디칼,급여,
M6630012,20250401,FIXBAND-N,전규격,1EA,3690,YAFHO BIO-TECHNOLOGY CO./ LTD.,부직포/ 벨크로 등,(주)제이진메딕스,급여,
M6630038,20250401,TUBIFIX,전규격,1EA,3690,UNIMEDICS,부직포/ 벨크로 등,㈜유니메딕스,급여,
M6630080@,20250401,EZ CARE SOFTOUCH,전규격,1EA,3690,NEOTECH PRODUCTS/ INC.,NEOFOAM/ LATEX FREE DEHP FREE,명성바이오텍,급여,
M6630081,20250401,TRABAND,전규격,1EA,3690,FINDS, POLYURETHANE FOAM/ POLYETGYLENE/ NYLON/ POLYSTYRENE,화인즈,급여,
M6630082,20250401,TRACOE CARE NECK STRAP,전규격,1EA,3690,TRACOE MEDICAL GMBH.,POLYAMIDE/ POLYESTER/ POLYURETHANE,(주)홍은 메디칼,급여,
M6630083,20250401,TRACHEAL HME,전규격,1EA,3690,COREAMED,POLYRETHANE FORM/ NYLON/  벨크로,코리아메드,급여,
