코 드,적용일자,급여구분,상한가,사용장려비,투여경로,품명,규 격,단 위,제약회사명,분류번호,주성분코드,전문/일반,퇴장방지구분,약품동등구분,저가약대체여부,예외의약구분,임의조제불가,고시일자,대응코드,희귀의약품구분,
653602720,2026-01-01,급여,1554,,내복,엔트레스토필름코팅정50밀리그램(사쿠비트릴·발사르탄나트륨염수화물)_(56.551mg/1정),1,정,한국노바티스(주),219,651403ATB,전문의약품,,,,,,2025-12-24,,,
653602730,2026-01-01,급여,1554,,내복,엔트레스토필름코팅정200밀리그램(사쿠비트릴·발사르탄나트륨염수화물)_(0.226206g/1정),1,정,한국노바티스(주),219,651402ATB,전문의약품,,,,,,2025-12-24,,,
653602780,2026-01-01,급여,5247,0,내복,조프란자이디스정8밀리그램(온단세트론)_(8mg/1정),1,정,한국노바티스(주),235,204603ATD,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
653602791,2026-01-01,급여,183560,,주사,하이캄틴주4밀리그램(토포테칸염산염)_(4.49mg/1병),1,병,한국노바티스(주),421,241901BIJ,전문의약품,,,,,,2025-12-24,,,
653602800,2026-01-01,급여,4383,,내복,조프란정8밀리그램(온단세트론염산염수화물)_(10mg/1정),1,정,한국노바티스(주),235,204603ATB,전문의약품,,,,,,2025-12-24,,,
653602810,2026-01-01,급여,41232,,내복,보트리엔트정400밀리그램(파조파닙염산염)_(0.4334g/1정),1,정,한국노바티스(주),421,611802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
653602840,2026-01-01,급여,13000,,내복,타이커브정250밀리그램(라파티닙디토실레이트)_(0.405g/1정),1,정,한국노바티스(주),421,507501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
653602870,2026-01-01,급여,26952,,내복,보트리엔트정200밀리그램(파조파닙염산염)_(0.2167g/1정),1,정,한국노바티스(주),421,611801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
653602910,2026-01-01,급여,8038,,내복,엑스자이드필름코팅정180밀리그램(데페라시록스)_(0.18g/1정),1,정,한국노바티스(주),392,486005ATB,전문의약품,,,,,,2025-12-24,,,
653602920,2026-01-01,급여,16003,,내복,엑스자이드필름코팅정360밀리그램(데페라시록스)_(0.36g/1정),1,정,한국노바티스(주),392,486006ATB,전문의약품,,,,,,2025-12-24,,,
653602930,2026-01-01,급여,4011,,내복,엑스자이드필름코팅정90밀리그램(데페라시록스)_(90mg/1정),1,정,한국노바티스(주),392,486004ATB,전문의약품,,,,,,2025-12-24,,,
653603021,2026-01-01,급여,2879,,외용,토브렉스0.3%점안액(토브라마이신)_(15mg/5mL),5,mL/병,한국노바티스(주),612,240833COS,전문의약품,,,,,,2025-12-24,,,
653603031,2026-01-01,급여,11699,,외용,아좁트점안액(브린졸라미드)_(50mg/5mL),5,mL/병,한국노바티스(주),131,417530COS,전문의약품,,,,,,2025-12-24,,,
653603071,2026-01-01,급여,18149,,외용,트라바탄점안액0.004%(트라보프로스트)_(0.1mg/2.5mL),2.5,mL/병,한국노바티스(주),131,442230COS,전문의약품,,,,,,2025-12-24,,,
653603081,2026-01-01,급여,3603,,외용,비가목스점안액0.5%(목시플록사신염산염)_(27.25mg/5mL),5,mL/병,한국노바티스(주),131,380333COS,전문의약품,,,,,,2025-12-24,,,
653603111,2026-01-01,급여,6887,,외용,파타데이0.2%점안액(올로파타딘염산염)_(6.66mg/3mL),3,mL/병,한국노바티스(주),131,391738COS,전문의약품,,,,,,2025-12-24,,,
653603121,2026-01-01,급여,15544,,외용,이즈바점안액0.003%(트라보프로스트)_(75μg/2.5mL),2.5,mL/병,한국노바티스(주),131,442231COS,전문의약품,,,,,,2025-12-24,,,
653603131,2026-01-01,급여,576879,,주사,루센티스프리필드시린지(0.5mg/0.05mL)(라니비주맙)_(1.65mg/0.165mL),0.165,mL/관,한국노바티스(주),439,503632BIJ,전문의약품,,,,,,2025-12-24,,,
653603191,2026-01-01,급여,17560,,외용,엘라좁점안현탁액_(6mL),6,mL/병,한국노바티스(주),131,541300COS,전문의약품,,,,,,2025-12-24,,,
653603231,2026-01-01,급여,13500,,외용,파제오0.7%점안액(올로파타딘염산염)_(19.4mg/2.5mL),2.5,mL/병,한국노바티스(주),131,391742COS,전문의약품,,,,,,2025-12-24,,,
653603241,2026-01-01,급여,8765,,외용,한국노바티스시프로바이점이현탁액_(10mL),10,mL/병,한국노바티스(주),132,542200CSS,전문의약품,,,,,,2025-12-24,,,
653603340,2026-01-01,급여,40985,,외용,어택트라흡입용캡슐150/320마이크로그램_(30캡슐),30,캡슐/팩,한국노바티스(주),229,698600CSI,전문의약품,,,,,,2025-12-24,,,
653702270,2026-01-01,급여,951,,내복,아로세트정10밀리그램(도네페질염산염)_(10mg/1정),1,정,삼남제약(주),119,148601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
653702280,2026-01-01,급여,652,,내복,아로세트정5밀리그램(도네페질염산염)_(5mg/1정),1,정,삼남제약(주),119,148602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
653800150,2026-01-01,급여,578,,내복,다이뉴에이치알정(티옥트산)_(0.6g/1정),1,정,신일제약(주),399,250902ATR,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
653801351,2026-01-01,급여,2384,,외용,신일아시클로버크림(수출명:PytumeCream)_(0.25g/5g),5,g/개,신일제약(주),269,102935CCM,일반의약품,,,,,,2025-12-24,,,
653802362,2026-01-01,급여,8817,,외용,케어스킨로션 2.5%(히드로코르티손)_(1.5g/60g),60,g/개,신일제약(주),264,170945CLT,일반의약품,,,,,,2025-12-24,,,
653806540,2026-01-01,급여,572,,내복,자누엑스알서방정100/1000밀리그램(시타글립틴/메트포르민)_(1정),1,정,신일제약(주),396,709500ATR,전문의약품,,,,,,2025-12-24,,,
653806550,2026-01-01,급여,420,,내복,자누엑스알서방정50/1000밀리그램(시타글립틴/메트포르민)_(1정),1,정,신일제약(주),396,709400ATR,전문의약품,,,,,,2025-12-24,,,
653806560,2026-01-01,급여,371,,내복,자누엑스알서방정50/500밀리그램(시타글립틴/메트포르민)_(1정),1,정,신일제약(주),396,709300ATR,전문의약품,,,,,,2025-12-24,,,
654000071,2026-01-01,급여,880,,주사,뉴페낙주사2밀리리터(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),2,mL/앰플,아주약품(주),114,143631BIJ,전문의약품,,,,,,2025-12-24,,,
654000991,2026-01-01,급여,3859,0,주사,아주세포탁심나트륨주사1g[수출명:씨포타맥스1g/보탁심주사1g/씨비네스폴주사1g(CBINESFOLINJ.1.0g)]_(1g/1병),1,병,아주약품(주),618,127101BIJ,전문의약품,,,,,,2025-12-24,,,
654001041,2026-01-01,급여,7855,0,주사,아주세프트리악손나트륨주사1그람[수출명:파세핀(PACEFIN)주사1그람/츄라이조나1그람/보트리악손주사주사1그람/필파세핀(PHILPACEFIN)주사1그람/시악손(SIAXONE)주1그람/로세프손(ROCEFXON)주사1그람]_(세프트리악손나트륨수화물/ 1g/1병),1,병,아주약품(주),618,128801BIJ,전문의약품,,,,,,2025-12-24,,,
654001071,2026-01-01,급여,8646,,주사,아주시프로플록사신주200밀리그램_(0.2g/100mL),100,mL/병,아주약품(주),629,134134BIJ,전문의약품,,,,,,2025-12-24,,,
654001211,2026-01-01,급여,1152,,주사,아주아미카신황산염주사250밀리그람_(0.25g/2mL),2,mL/앰플,아주약품(주),612,106831BIJ,전문의약품,,,,,,2025-12-24,,,
654002290,2026-01-01,급여,684,,내복,아나탄정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),1,정,아주약품(주),214,122602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
654004560,2026-01-01,급여,90,,내복,아시카정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,아주약품(주),232,430101ATB,전문의약품,,,,,,2025-12-24,,,2015-07-25
654004680,2026-01-01,급여,354,,내복,아마돌ER서방정_(1정),1,정,아주약품(주),114,514100ATR,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
654004890,2026-01-01,삭제,,,내복,오스펜정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1)/ 0.4054g/1정),1,정,아주약품(주),114,618201ATB,전문의약품,,,,,,2025-06-24,,,
654005180,2026-01-01,급여,149,,내복,아시카투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),1,정,아주약품(주),232,430102ATB,전문의약품,,,,,,2025-12-24,,,
654005461,2026-01-01,급여,1435,,외용,뮤코나액(아세틸시스테인)_(0.8g/4mL),4,mL/병,아주약품(주),222,101834CLQ,일반의약품,,,,,,2025-12-24,,,
654005481,2026-01-01,급여,18836,,주사,카타힐론주(히알루론산나트륨)_(12.75mg/0.85mL),0.85,mL/관,아주약품(주),131,530032BIJ,전문의약품,,,,,,2025-12-24,,,
654006111,2026-01-01,급여,224,,외용,에이프레쉬점안액(카르복시메틸셀룰로오스나트륨)(1회용)_(4.5mg/0.45mL),0.45,mL/관,아주약품(주),131,228651COS,일반의약품,,,,,,2025-12-24,,,
654100132,2026-01-01,급여,145,,내복,케프라액(레비티라세탐)_(15g/150mL),150(1),mL/병,한국유씨비제약(주),113,488530ALQ,전문의약품,,,,,,2025-12-24,,,
654100140,2026-01-01,급여,484,,내복,케프라정250밀리그램(레비티라세탐)_(0.25g/1정),1,정,한국유씨비제약(주),113,488502ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
654100150,2026-01-01,급여,693,,내복,케프라정500밀리그램(레비티라세탐)_(0.5g/1정),1,정,한국유씨비제약(주),113,488501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
654100160,2026-01-01,급여,1090,,내복,케프라정1000밀리그램(레비티라세탐)_(1g/1정),1,정,한국유씨비제약(주),113,488503ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
654202551,2026-01-01,급여,11533,,외용,라노탄점안액(라타노프로스트)_(0.125mg/2.5mL),2.5,mL/병,알파제약(주),131,181531COS,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
654400011,2026-01-01,급여,149311,,주사,노디트로핀프리필드펜10mg/1.5mL(소마트로핀/ 유전자재조합)_(10mg/1.5mL),1.5,mL/관,노보노디스크제약(주),241,348435BIJ,전문의약품,,,,,부신피질호르몬제,2025-12-24,,,
654400071,2026-01-01,급여,21553,,주사,노보래피드주100단위/밀리리터(인슐린아스파트)_(1000unit/10mL),10,mL/병,노보노디스크제약(주),396,441331BIJ,전문의약품,,,,,,2025-12-24,,,
654400091,2026-01-01,급여,10606,,주사,노보래피드플렉스펜주100단위/밀리리터(인슐린아스파트)_(300unit/3mL),3,mL/펜,노보노디스크제약(주),396,441330BIJ,전문의약품,,,,,,2025-12-24,,,
654400161,2026-01-01,급여,11345,,주사,노보믹스30플렉스펜주100단위/밀리리터(인슐린아스파트/유전자재조합)_(300unit/3mL),3,mL/펜,노보노디스크제약(주),396,441332BIJ,전문의약품,,,,,,2025-12-24,,,
654400201,2026-01-01,급여,13985,,주사,레버미어플렉스펜주100단위/밀리리터_(인슐린디터머/ 300unit/3mL),3,mL/펜,노보노디스크제약(주),396,488730BIJ,전문의약품,,,,,,2025-12-24,,,
654400221,2026-01-01,급여,13453,,주사,믹스타드30HM주100단위/밀리리터(휴먼인슐린)_(1KI.U/10mL),10,mL/병,노보노디스크제약(주),396,170431BIJ,전문의약품,,,,,,2025-12-24,,,
654400281,2026-01-01,급여,14864,,주사,인슈라타드HM주100단위/밀리리터(휴먼인슐린)_(1KI.U/10mL),10,mL/병,노보노디스크제약(주),396,170131BIJ,전문의약품,,,,,,2025-12-24,,,
654400541,2026-01-01,급여,16292,,주사,리조덱플렉스터치주100단위/밀리리터_(1카트리지),3,mL/카트리지,노보노디스크제약(주),396,626700BIJ,전문의약품,,,,,,2025-12-24,,,
654400551,2026-01-01,급여,15736,,주사,트레시바플렉스터치주 100단위/밀리리터(인슐린데글루덱)_(300unit/3mL),3,mL/관,노보노디스크제약(주),396,626830BIJ,전문의약품,,,,,,2025-12-24,,,
654400581,2026-01-01,급여,10652,,주사,피아스프플렉스터치주100단위/밀리리터(인슐린아스파트)_(300unit/3mL),3,mL/펜,노보노디스크제약(주) ,396,441330BIJ,전문의약품,,,,,,2025-12-24,,,
654400591,2026-01-01,급여,21635,,주사,피아스프주100단위/밀리리터(인슐린아스파트)_(1000unit/10mL),10,mL/병,노보노디스크제약(주) ,396,441331BIJ,전문의약품,,,,,,2025-12-24,,,
654400601,2026-01-01,급여,38482,,주사,줄토피플렉스터치주_(3mL),3,mL/펜,노보노디스크제약(주),396,693900BIJ,전문의약품,,,,,,2025-12-24,,,
654702160,2026-01-01,급여,288,,내복,모사원서방정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),1,정,케이엠에스제약(주),239,421004ATR,전문의약품,,,,,,2025-12-24,,,
654800971,2026-01-01,급여,5693,,주사,아네럼주(수크로오스수산화제이철착염)_(2.7g/5mL),5,mL/앰플,(주)한국비엠아이,322,359730BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
654801831,2026-01-01,급여,6965,,주사,옥트스타틴주(옥트레오티드아세테이트)_(0.112mg/1mL),1,mL/앰플,(주)한국비엠아이,249,203730BIJ,전문의약품,,,,,부신피질호르몬제,2025-12-24,,,
654801851,2026-01-01,급여,27199,,주사,히알프로텍주(히알루론산나트륨)(프리필드)_(12.75mg/0.85mL),0.85,mL/관,(주)한국비엠아이,131,530032BIJ,전문의약품,,,,,,2025-12-24,,,
654802201,2026-01-01,급여,14196,,주사,비엠히알주(프리필드)(히알루론산나트륨)_(20mg/2mL),2,mL/관,(주)한국비엠아이,399,530045BIJ,전문의약품,,,,,,2025-12-24,,,
654802231,2026-01-01,급여,11904,,주사,메나탄주50(나파모스타트메실산염)_(50mg/1병),1,병,(주)한국비엠아이,399,461502BIJ,전문의약품,,,,,,2025-12-24,,,
654802260,2026-01-01,급여,4388,,주사,메나탄주10(나파모스타트메실산염)_(10mg/1병),1,병,(주)한국비엠아이,399,461501BIJ,전문의약품,,,,,,2025-12-24,,,
654900011,2026-01-01,급여,24839,,주사,도타렘주_(메글루민가도테레이트/ 3.769g/10mL/병),10,mL/병,게르베코리아(주),721,466430BIJ,전문의약품,,,,,,2025-12-24,,,
654900021,2026-01-01,급여,31162,,주사,도타렘주_(메글루민가도테레이트/ 5.6535g/15mL/병),15,mL/병,게르베코리아(주),721,466431BIJ,전문의약품,,,,,,2025-12-24,,,
654900031,2026-01-01,급여,43642,,주사,도타렘주_(메글루민가도테레이트/ 7.538g/20mL/병),20,mL/병,게르베코리아(주),721,466432BIJ,전문의약품,,,,,,2025-12-24,,,
654900041,2026-01-01,급여,24068,,주사,도타렘주프리필드시린지_(메글루민가도테레이트/ 3.769g/10mL),10,mL/관,게르베코리아(주),721,466430BIJ,전문의약품,,,,,,2025-12-24,,,
654900051,2026-01-01,급여,28490,,주사,도타렘주프리필드시린지_(메글루민가도테레이트/ 5.6535g/15mL),15,mL/관,게르베코리아(주),721,466431BIJ,전문의약품,,,,,,2025-12-24,,,
654900061,2026-01-01,급여,34504,,주사,도타렘주프리필드시린지_(메글루민가도테레이트/ 7.538g/20mL),20,mL/관,게르베코리아(주),721,466432BIJ,전문의약품,,,,,,2025-12-24,,,
654900071,2026-01-01,급여,101343,,주사,리피오돌울트라액(아이오다이즈드오일)_(12.8g/10mL),10,mL/앰플,게르베코리아(주),721,156030BIJ,전문의약품,,,,,,2025-12-24,,,
654900081,2026-01-01,급여,21532,,주사,제네틱스300주사(이오비트리돌)_(32.905g/50mL),50,mL/병,게르베코리아(주),721,176030BIJ,전문의약품,,,,,,2025-12-24,,,
654900082,2026-01-01,급여,43886,,주사,제네틱스300주사(이오비트리돌)_(65.81g/100mL),100,mL/병,게르베코리아(주),721,176032BIJ,전문의약품,,,,,,2025-12-24,,,
654900083,2026-01-01,급여,67692,,주사,제네틱스300주사(이오비트리돌)_(98.715g/150mL),150,mL/병,게르베코리아(주),721,176034BIJ,전문의약품,,,,,,2025-12-24,,,
654900084,2026-01-01,급여,203614,,주사,제네틱스300주사(이오비트리돌)_(329.05g/500mL),500,mL/병,게르베코리아(주),721,176038BIJ,전문의약품,,,,,,2025-12-24,,,
654900102,2026-01-01,급여,45638,,주사,제네틱스350주사(이오비트리돌)_(76.78g/100mL),100,mL/병,게르베코리아(주),721,176033BIJ,전문의약품,,,,,,2025-12-24,,,
654900103,2026-01-01,급여,68764,,주사,제네틱스350주사(이오비트리돌)_(115.17g/150mL),150,mL/병,게르베코리아(주),721,176035BIJ,전문의약품,,,,,,2025-12-24,,,
654900104,2026-01-01,급여,211735,,주사,제네틱스350주사(이오비트리돌)_(383.9g/500mL),500,mL/병,게르베코리아(주),721,176039BIJ,전문의약품,,,,,,2025-12-24,,,
655000231,2026-01-01,급여,1641,,내복,메시마엑스산(상황)_(1.1g/1.1g),1.1,g/포,(주)한국신약,421,100101APD,전문의약품,,,,,,2025-12-24,,,
655300050,2026-01-01,급여,90059,,외용,베리플라스트-피콤비세트1mL_(1mL),1,mL/세트,대한적십자사,634,420500CLQ,전문의약품,,,,,,2025-12-24,,,
655300060,2026-01-01,급여,188497,,외용,베리플라스트-피콤비세트3mL_(3mL),3,mL/세트,대한적십자사,634,568400CLQ,전문의약품,,,,,,2025-12-24,,,
655300160,2026-01-01,급여,118801,,외용,티씰_(2mL),2,mL/관,대한적십자사,634,801300CLQ,전문의약품,,,,(55),,2025-12-24,,,
655300411,2026-01-01,급여,497538,,외용,티씰_(10mL),10,mL/관,대한적십자사,634,666300CLQ,전문의약품,,,,,,2025-12-24,,,
655401520,2026-01-01,급여,552,,내복,오구멘틴정625밀리그램(아목시실린·클라불란산칼륨(4:1))_(1정),1,정,일성아이에스(주),618,310700ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655401790,2026-01-01,급여,258,,내복,일성호이판정(카모스타트메실산염)_(0.1g/1정),1,정,일성아이에스(주),399,122501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655402961,2026-01-01,급여,3011,,주사,로큐메론주(로쿠로니움브롬화물)_(50mg/5mL),5,mL/병,일성아이에스(주),122,224731BIJ,전문의약품,,,,,,2025-12-24,,,
655402971,2026-01-01,급여,2864,,주사,로큐메론주(로쿠로니움브롬화물)_(25mg/2.5mL),2.5,mL/병,일성아이에스(주),122,224730BIJ,전문의약품,,,,,,2025-12-24,,,
655402981,2026-01-01,급여,2352,,주사,자이버주2500IUAntiXa/0.2mL(베미파린나트륨)_(25mg/0.2mL),0.2,mL/관,일성아이에스(주),333,465830BIJ,전문의약품,,,,,,2025-12-24,,,
655402991,2026-01-01,급여,3738,,주사,자이버주3500IUAntiXa/0.2mL(베미파린나트륨)_(35mg/0.2mL),0.2,mL/관,일성아이에스(주),333,465831BIJ,전문의약품,,,,,,2025-12-24,,,
655403041,2026-01-01,급여,85794,,외용,세보프레인흡입액(세보플루란)_(250mL/250mL),250,mL/병,일성아이에스(주),111,227330CLQ,전문의약품,,,,,,2025-12-24,,,
655403861,2026-01-01,급여,5950,,주사,일성세프트리악손주1그램(세프트리악손나트륨수화물)_(1g/1병),1,병,일성아이에스(주),618,128801BIJ,전문의약품,,,,,,2025-12-24,,,
655403941,2026-01-01,급여,12536,,주사,클래리시드정주500밀리그램(클래리트로마이신)_(0.5g/1병),1,병,일성아이에스(주),619,134902BIJ,전문의약품,,,,,,2025-12-24,,,
655404021,2026-01-01,급여,13074,,주사,팔로녹시주(팔로노세트론염산염)_(84μg/1.5mL),1.5,mL/관,일성아이에스(주),235,490030BIJ,전문의약품,,,,,,2025-12-24,,,
655404031,2026-01-01,급여,26439,,주사,팔로녹시주(팔로노세트론염산염)_(0.28mg/5mL),5,mL/관,일성아이에스(주),235,490031BIJ,전문의약품,,,,,,2025-12-24,,,
655404142,2026-01-01,급여,24995,,주사,레이헥솔주300(이오헥솔)_(32.35g/50mL),50,mL/병,일성아이에스(주),721,176340BIJ,전문의약품,,,,,,2025-12-24,,,
655500240,2026-01-01,급여,7441,0,내복,에멘드캡슐80밀리그램(아프레피탄트)_(80mg/1캡슐),1,캡슐,한국엠에스디(유),235,483001ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655500250,2026-01-01,급여,8727,0,내복,에멘드캡슐125밀리그램(아프레피탄트)_(0.125g/1캡슐),1,캡슐,한국엠에스디(유),235,483002ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655500291,2026-01-01,급여,36814,,주사,인반즈주1그램(에르타페넴나트륨)_(1.046g/1병),1,병,한국엠에스디(유),618,447701BIJ,전문의약품,,,,,,2025-12-24,,,
655500660,2026-01-01,급여,9721,,내복,이센트레스정(랄테그라빌칼륨)_(0.4344g/1정),1,정,한국엠에스디(유),629,506301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655500980,2026-01-01,급여,11370,,내복,테모달캡슐100밀리그램(테모졸로미드)_(0.1g/1캡슐),1,캡슐,한국엠에스디(유),421,358203ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655500990,2026-01-01,급여,26896,,내복,테모달캡슐250밀리그램(테모졸로미드)_(0.25g/1캡슐),1,캡슐,한국엠에스디(유),421,358204ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655501010,2026-01-01,급여,2312,,내복,테모달캡슐20밀리그램(테모졸로미드)_(20mg/1캡슐),1,캡슐,한국엠에스디(유),421,358202ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655501211,2026-01-01,급여,68307,,주사,온코타이스주(비씨지StrainTice)_(12.5mg/1병),1,병,한국엠에스디(유),429,114301BIJ,전문의약품,,,,,,2025-12-24,,,
655501341,2026-01-01,급여,3932,,내복,녹사필현탁액(포사코나졸(미분화))_(4.2g/105mL),105(1),mL/병,한국엠에스디(유),629,566230ASS,전문의약품,,,,,,2025-12-24,,,
655501591,2026-01-01,급여,3170,,주사,에스메론주(로쿠로늄브롬화물)_(50mg/5mL),5,mL/병,한국엠에스디(유),122,224731BIJ,전문의약품,,,,,,2025-12-24,,,
655501601,2026-01-01,급여,30828,,주사,에멘드IV주 150밀리그램 (포스아프레피탄트 디메글루민염)_(0.2453g/1병),1,병,한국엠에스디(유),235,616001BIJ,전문의약품,,,,,,2025-12-24,,,
655501901,2026-01-01,급여,2100556,,주사,키트루다주(펨브롤리주맙/유전자재조합)_(0.1g/4mL),4,mL/병,한국엠에스디(유),421,639001BIJ,전문의약품,,,,,,2025-12-24,,,
655501910,2026-01-01,급여,19555,,내복,녹사필장용정100밀리그램(포사코나졸(미분화))_(0.1g/1정),1,정,한국엠에스디(유),629,566202ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655501961,2026-01-01,급여,59951,,주사,저박사주_(1병),1,병,한국엠에스디(주),618,659700BIJ,전문의약품,,,,,,2025-12-24,,,
655501980,2026-01-01,급여,9779,,내복,이센트레스에이치디정(랄테그라비르칼륨(미분화))_(0.6516g/1정),1,정,한국엠에스디(유),629,506302ATB,전문의약품,,,,,,2025-12-24,,,
655600551,2026-01-01,급여,3095,,주사,메디소루주(메틸프레드니솔론숙시네이트나트륨)_(0.166g/1병),1,병,한올바이오파마(주),245,193601BIJ,전문의약품,,,,,부신피질호르몬제,2025-12-24,,,
655601441,2026-01-01,급여,154101,,주사,엘리가드주7.5밀리그램(류프로렐린아세트산염)_(10.6mg/1관),1,관,한올바이오파마(주),421,182605BIJ,전문의약품,,,,,,2025-12-24,,,
655601451,2026-01-01,급여,273747,,주사,엘리가드주22.5밀리그램(류프로렐린아세트산염)_(29.2mg/1관),1,관,한올바이오파마(주),421,182606BIJ,전문의약품,,,,,,2025-12-24,,,
655601471,2026-01-01,급여,472041,,주사,엘리가드주45밀리그램(류프로렐린아세트산염)_(59.2mg/1관),1,관,한올바이오파마(주),421,182608BIJ,전문의약품,,,,,,2025-12-24,,,
655601751,2026-01-01,급여,20102,,주사,타고신주(테이코플라닌)_(0.2g/1병),1,병,한올바이오파마(주),611,234901BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
655602411,2026-01-01,급여,5117,,주사,한올레포스포렌주1그람(세파제돈나트륨)_(1g/1병),1,병,한올바이오파마(주),618,130001BIJ,전문의약품,,,,,,2025-12-24,,,
655602450,2026-01-01,급여,427,,내복,한올록시트로마이신정(수출명:비드라프신정)_(0.15g/1정),1,정,한올바이오파마(주),614,225301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655603121,2026-01-01,급여,4090,,주사,한올토미포란주500밀리그램(세프부페라존나트륨)_(0.5g/1병),1,병,한올바이오파마(주),618,125802BIJ,전문의약품,,,,,,2025-12-24,,,
655603220,2026-01-01,급여,712,,내복,한올피나스테리드정_(5mg/1정),1,정,한올바이오파마(주),259,159001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655604361,2026-01-01,급여,15617,,주사,한올메로페넴주1g(메로페넴삼수화물)_(1g/1병),1,병,한올바이오파마(주),618,190703BIJ,전문의약품,,,,,,2025-12-24,,,
655604540,2026-01-01,급여,3957,,내복,알렌탑플러스디정_(1정),1,정,한올바이오파마(주),399,500200ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655604600,2026-01-01,급여,131,,내복,라토가정10밀리그램(라푸티딘)_(10mg/1정),1,정,한올바이오파마(주),232,489302ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
655604831,2026-01-01,급여,49215,,주사,본에바주(이반드론산나트륨일수화물)_(3.375mg/3mL),3,mL/관,한올바이오파마(주),399,480330BIJ,전문의약품,,,,,,2025-12-24,,,
655604981,2026-01-01,급여,1413,,외용,베아로반연고(무피로신)_(0.2g/10g),10,g/개,한올바이오파마(주),269,197631COM,일반의약품,,,,,,2025-12-24,,,
655700021,2026-01-01,급여,5546,,외용,데스오웬로션0.05%(데소니드)_(60mg/120mL),120,mL/병,갈더마코리아(주),264,141543CLT,전문의약품,,,,,,2025-12-24,,,
655700102,2026-01-01,급여,13877,,외용,로세릴네일라카(아모롤핀염산염)_(0.16722g/3mL),3,mL/병,갈더마코리아(주),265,107832CLQ,일반의약품,,,,,,2025-12-24,,,
655700103,2026-01-01,급여,23115,,외용,로세릴네일라카(아모롤핀염산염)_(0.2787g/5mL),5,mL/병,갈더마코리아(주),265,107833CLQ,일반의약품,,,,,,2025-12-24,,,
655700111,2026-01-01,급여,4188,,외용,로세릴크림(아모롤핀염산염)_(55.76mg/20g),20,g/개,갈더마코리아(주),265,107830CCM,일반의약품,,,,,,2025-12-24,,,
656000431,2026-01-01,급여,2137,,외용,무디스크림1%(테르비나핀염산염)_(0.2g/20g),20,g/개,알리코제약(주),265,235733CCM,일반의약품,,,,,,2025-12-24,,,
656000700,2026-01-01,급여,612,,내복,아르바정10밀리그램(아토르바스타틴칼슘삼수화물)_(10.85mg/1정),1,정,알리코제약(주),218,111501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
656001291,2026-01-01,급여,1969,,외용,에스겔(케토프로펜)_(1.5g/50g),50,g/개,알리코제약(주),264,179733CCM,일반의약품,,,,,,2025-12-24,,,
656001880,2026-01-01,급여,90,,내복,스테린정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,알리코제약(주),232,430101ATB,전문의약품,,,,,,2025-12-24,,,2015-07-25
656004010,2026-01-01,급여,805,,내복,디오디핀정5/80밀리그램_(1정),1,정,알리코제약(주),214,492900ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
